Gene,Cell,Log2FoldChange_5to70,P_value_5to70,-log10(P_value)_5to70
lncRNA:CR42790,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR42791,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR42794,ensheathing glial cell,-4.2283764,1.0,-0.0
lncRNA:CR42836,ensheathing glial cell,20.99149,1.0,-0.0
lncRNA:CR42839,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR42844,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR42850,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR42858,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR42859,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR42861,ensheathing glial cell,-0.59606194,1.0,-0.0
lncRNA:CR42862,ensheathing glial cell,0.3595401,0.13708644085585286,0.8630054989135869
lncRNA:CR42868,ensheathing glial cell,19.139492,1.0,-0.0
lncRNA:CR42874,ensheathing glial cell,2.6033473,1.0,-0.0
lncRNA:CR43097,ensheathing glial cell,21.029789,1.0,-0.0
lncRNA:CR43104,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43126,ensheathing glial cell,0.007672171,1.0,-0.0
lncRNA:CR43130,ensheathing glial cell,20.950008,1.0,-0.0
lncRNA:CR43132,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43144,ensheathing glial cell,0.6339506,1.0,-0.0
lncRNA:CR43146,ensheathing glial cell,-0.94894207,1.0,-0.0
lncRNA:CR43148,ensheathing glial cell,2.1717587,1.0,-0.0
lncRNA:CR43150,ensheathing glial cell,19.558075,1.0,-0.0
lncRNA:CR43151,ensheathing glial cell,20.271437,1.0,-0.0
lncRNA:CR43157,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43166,ensheathing glial cell,19.247538,1.0,-0.0
lncRNA:CR43174,ensheathing glial cell,19.541714,1.0,-0.0
lncRNA:CR43193,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43196,ensheathing glial cell,0.5213799,1.0,-0.0
lncRNA:CR43199,ensheathing glial cell,-0.7625685,1.0,-0.0
lncRNA:CR43234,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43238,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43239,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43241,ensheathing glial cell,0.0028674963,1.0,-0.0
lncRNA:CR43242,ensheathing glial cell,1.1123666,1.0,-0.0
lncRNA:CR43247,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43250,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43252,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43253,ensheathing glial cell,20.183228,1.0,-0.0
lncRNA:CR43256,ensheathing glial cell,2.138253,1.0,-0.0
lncRNA:CR43258,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43260,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43262,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43263,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43264,ensheathing glial cell,0.69500333,1.0,-0.0
lncRNA:CR43270,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43278,ensheathing glial cell,19.37351,1.0,-0.0
lncRNA:CR43279,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43280,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43282,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43285,ensheathing glial cell,20.089813,1.0,-0.0
lncRNA:CR43287,ensheathing glial cell,-0.49986476,1.0,-0.0
lncRNA:CR43289,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43297,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43298,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43300,ensheathing glial cell,-21.006193,1.0,-0.0
lncRNA:CR43301,ensheathing glial cell,0.30860433,1.0,-0.0
lncRNA:CR43303,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43304,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43306,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43309,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43314,ensheathing glial cell,-0.48381847,1.0,-0.0
lncRNA:CR43334,ensheathing glial cell,-0.5479469,9.217977249398826e-12,11.035364368078795
lncRNA:CR43353,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43356,ensheathing glial cell,20.48009,1.0,-0.0
lncRNA:CR43357,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43358,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43363,ensheathing glial cell,19.63265,1.0,-0.0
lncRNA:CR43372,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43387,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43399,ensheathing glial cell,1.0574642,1.0,-0.0
lncRNA:CR43404,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43406,ensheathing glial cell,18.463343,1.0,-0.0
lncRNA:CR43408,ensheathing glial cell,19.281208,1.0,-0.0
lncRNA:CR43409,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43410,ensheathing glial cell,20.300411,1.0,-0.0
lncRNA:CR43411,ensheathing glial cell,-0.78668386,1.0,-0.0
lncRNA:CR43412,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43414,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43415,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43417,ensheathing glial cell,-0.5105317,1.0,-0.0
lncRNA:CR43418,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43419,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43420,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43421,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43422,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43423,ensheathing glial cell,1.0092388,1.0,-0.0
lncRNA:CR43424,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43431,ensheathing glial cell,-1.9205302,1.0,-0.0
lncRNA:CR43432,ensheathing glial cell,-22.4112,1.0,-0.0
lncRNA:CR43434,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43435,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43436,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43437,ensheathing glial cell,19.327648,1.0,-0.0
lncRNA:CR43440,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43451,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43452,ensheathing glial cell,-21.848505,1.0,-0.0
lncRNA:CR43455,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43456,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43457,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43458,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43459,ensheathing glial cell,0.70766276,1.2079918252468656e-06,5.9179360046736535
lncRNA:CR43461,ensheathing glial cell,0.87241316,1.0,-0.0
lncRNA:CR43475,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43484,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43485,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43486,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43487,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43488,ensheathing glial cell,19.792814,1.0,-0.0
lncRNA:CR43489,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43490,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43491,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43492,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43493,ensheathing glial cell,2.4981122,1.0,-0.0
lncRNA:CR43494,ensheathing glial cell,19.42207,1.0,-0.0
lncRNA:CR43495,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43496,ensheathing glial cell,-0.2918876,1.0,-0.0
lncRNA:CR43498,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43604,ensheathing glial cell,23.044321,1.0,-0.0
lncRNA:CR43605,ensheathing glial cell,1.66607,1.0,-0.0
lncRNA:CR43606,ensheathing glial cell,2.5057094,0.7038571410597879,0.15251547884835306
lncRNA:CR43607,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43608,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43610,ensheathing glial cell,22.811138,1.0,-0.0
lncRNA:CR43611,ensheathing glial cell,-0.36786658,1.0,-0.0
lncRNA:CR43612,ensheathing glial cell,19.617746,1.0,-0.0
lncRNA:CR43617,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43620,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43621,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43622,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43624,ensheathing glial cell,19.28037,1.0,-0.0
lncRNA:CR43625,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43626,ensheathing glial cell,0.9899033,1.0,-0.0
lncRNA:CR43627,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43631,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43632,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43633,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43634,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43635,ensheathing glial cell,22.285011,1.0,-0.0
lncRNA:CR43639,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43640,ensheathing glial cell,-20.553646,1.0,-0.0
lncRNA:CR43641,ensheathing glial cell,1.4303457,1.0,-0.0
lncRNA:CR43642,ensheathing glial cell,24.284407,1.0,-0.0
lncRNA:CR43643,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43644,ensheathing glial cell,22.076578,1.0,-0.0
lncRNA:CR43648,ensheathing glial cell,19.226048,1.0,-0.0
lncRNA:CR43649,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43650,ensheathing glial cell,0.67335343,1.0,-0.0
lncRNA:CR43651,ensheathing glial cell,-0.08240573,1.0,-0.0
lncRNA:CR43653,ensheathing glial cell,1.404192,0.28368288502812095,0.5471668649868763
lncRNA:CR43654,ensheathing glial cell,1.5561866,1.0,-0.0
lncRNA:CR43656,ensheathing glial cell,18.949701,1.0,-0.0
lncRNA:CR43660,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43661,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43681,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43682,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43684,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43685,ensheathing glial cell,-0.26641247,1.0,-0.0
lncRNA:CR43686,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43695,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43700,ensheathing glial cell,-20.006409,1.0,-0.0
lncRNA:CR43704,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43713,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43714,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43715,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43716,ensheathing glial cell,0.3851129,1.0,-0.0
lncRNA:CR43717,ensheathing glial cell,21.00376,1.0,-0.0
lncRNA:CR43718,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43719,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43721,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43724,ensheathing glial cell,-1.7714372,1.0,-0.0
lncRNA:CR43751,ensheathing glial cell,-2.4521935,1.0,-0.0
lncRNA:CR43752,ensheathing glial cell,0.8135276,1.0,-0.0
lncRNA:CR43753,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43754,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43761,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43763,ensheathing glial cell,19.239918,1.0,-0.0
lncRNA:CR43764,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43765,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43766,ensheathing glial cell,20.203876,1.0,-0.0
lncRNA:CR43771,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43785,ensheathing glial cell,-21.013577,1.0,-0.0
lncRNA:CR43792,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43793,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43794,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43801,ensheathing glial cell,19.512241,1.0,-0.0
lncRNA:CR43802,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43803,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43804,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43805,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43807,ensheathing glial cell,19.0382,1.0,-0.0
lncRNA:CR43808,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43810,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43811,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43817,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43818,ensheathing glial cell,21.381472,1.0,-0.0
lncRNA:CR43819,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43821,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43823,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43825,ensheathing glial cell,-0.3622921,1.0,-0.0
lncRNA:CR43826,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43827,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43828,ensheathing glial cell,22.249672,1.0,-0.0
lncRNA:CR43830,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43831,ensheathing glial cell,19.269978,1.0,-0.0
lncRNA:CR43832,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43834,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43835,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43836,ensheathing glial cell,1.7631887,4.993982384602902e-31,30.301552993879593
lncRNA:CR43837,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43838,ensheathing glial cell,21.928177,1.0,-0.0
lncRNA:CR43839,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43840,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43846,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43847,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43848,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43849,ensheathing glial cell,18.910475,1.0,-0.0
lncRNA:CR43852,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43853,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43855,ensheathing glial cell,3.1996431,1.0,-0.0
lncRNA:CR43856,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43857,ensheathing glial cell,0.61851436,1.0,-0.0
lncRNA:CR43858,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43859,ensheathing glial cell,18.600409,1.0,-0.0
lncRNA:CR43862,ensheathing glial cell,19.190207,1.0,-0.0
lncRNA:CR43863,ensheathing glial cell,20.680504,1.0,-0.0
lncRNA:CR43870,ensheathing glial cell,0.66572267,1.0,-0.0
lncRNA:CR43874,ensheathing glial cell,18.769114,1.0,-0.0
lncRNA:CR43878,ensheathing glial cell,1.9305327,0.011125339132668473,1.953686741587326
lncRNA:CR43879,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43881,ensheathing glial cell,-1.4867914,1.0,-0.0
lncRNA:CR43882,ensheathing glial cell,20.056854,1.0,-0.0
lncRNA:CR43883,ensheathing glial cell,-1.7392312,1.0,-0.0
lncRNA:CR43884,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43887,ensheathing glial cell,18.922714,1.0,-0.0
lncRNA:CR43888,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43890,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43893,ensheathing glial cell,2.056506,1.0,-0.0
lncRNA:CR43899,ensheathing glial cell,-0.030616287,1.0,-0.0
lncRNA:CR43900,ensheathing glial cell,2.1459203,1.0,-0.0
lncRNA:CR43904,ensheathing glial cell,20.228264,1.0,-0.0
lncRNA:CR43905,ensheathing glial cell,21.465391,1.0,-0.0
lncRNA:CR43907,ensheathing glial cell,20.351599,1.0,-0.0
lncRNA:CR43909,ensheathing glial cell,1.0290353,1.0,-0.0
lncRNA:CR43910,ensheathing glial cell,1.1756711,1.0,-0.0
lncRNA:CR43911,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43912,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43913,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43914,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43917,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43918,ensheathing glial cell,20.194086,1.0,-0.0
lncRNA:CR43927,ensheathing glial cell,0.47563824,1.0,-0.0
lncRNA:CR43928,ensheathing glial cell,19.495743,1.0,-0.0
lncRNA:CR43929,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43930,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43932,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43937,ensheathing glial cell,18.915012,1.0,-0.0
lncRNA:CR43939,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43940,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43941,ensheathing glial cell,19.368855,1.0,-0.0
lncRNA:CR43942,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43943,ensheathing glial cell,-0.785403,1.0,-0.0
lncRNA:CR43945,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43949,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43950,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43951,ensheathing glial cell,2.1541083,1.0,-0.0
lncRNA:CR43952,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43953,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43956,ensheathing glial cell,23.084948,1.0,-0.0
lncRNA:CR43958,ensheathing glial cell,0.4137025,1.0,-0.0
lncRNA:CR43960,ensheathing glial cell,0.44455066,1.0,-0.0
lncRNA:CR43961,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43962,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43963,ensheathing glial cell,1.2761194,1.0,-0.0
lncRNA:CR43966,ensheathing glial cell,20.196205,1.0,-0.0
lncRNA:CR43967,ensheathing glial cell,19.345964,1.0,-0.0
lncRNA:CR43969,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43970,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43973,ensheathing glial cell,2.6517277,1.0,-0.0
lncRNA:CR43974,ensheathing glial cell,23.841902,1.0,-0.0
lncRNA:CR43977,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43978,ensheathing glial cell,-1.8860755,1.0,-0.0
lncRNA:CR43983,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43984,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43985,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43988,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43989,ensheathing glial cell,23.592485,1.0,-0.0
lncRNA:CR43990,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43991,ensheathing glial cell,20.462412,1.0,-0.0
lncRNA:CR43992,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR43994,ensheathing glial cell,23.851324,1.0,-0.0
lncRNA:CR43995,ensheathing glial cell,0.42741206,1.0,-0.0
lncRNA:CR44017,ensheathing glial cell,2.6524296,1.0,-0.0
lncRNA:CR44022,ensheathing glial cell,1.5573914,1.0,-0.0
lncRNA:CR44023,ensheathing glial cell,0.37864012,1.0,-0.0
lncRNA:CR44024,ensheathing glial cell,0.01317851,1.0,-0.0
lncRNA:CR44026,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44032,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44034,ensheathing glial cell,2.4548066,1.0,-0.0
lncRNA:CR44036,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44039,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44041,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44042,ensheathing glial cell,2.2443397,1.0,-0.0
lncRNA:CR44043,ensheathing glial cell,1.1231048,1.0,-0.0
lncRNA:CR44048,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44050,ensheathing glial cell,20.813929,1.0,-0.0
lncRNA:CR44051,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44055,ensheathing glial cell,20.86366,1.0,-0.0
lncRNA:CR44056,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44057,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44058,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44059,ensheathing glial cell,20.500546,1.0,-0.0
lncRNA:CR44060,ensheathing glial cell,21.781376,1.0,-0.0
lncRNA:CR44066,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44068,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44070,ensheathing glial cell,22.679693,1.0,-0.0
lncRNA:CR44073,ensheathing glial cell,-1.162632,1.0,-0.0
lncRNA:CR44074,ensheathing glial cell,0.04342063,1.0,-0.0
lncRNA:CR44075,ensheathing glial cell,3.4265451,1.0,-0.0
lncRNA:CR44076,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44077,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44078,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44080,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44081,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44082,ensheathing glial cell,0.3009037,1.0,-0.0
lncRNA:CR44084,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44089,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44091,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44092,ensheathing glial cell,0.5887379,1.0,-0.0
lncRNA:CR44096,ensheathing glial cell,19.133432,1.0,-0.0
lncRNA:CR44097,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44100,ensheathing glial cell,19.090721,1.0,-0.0
lncRNA:CR44103,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44105,ensheathing glial cell,23.020376,1.0,-0.0
lncRNA:CR44109,ensheathing glial cell,0.9418525,1.0,-0.0
lncRNA:CR44110,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44111,ensheathing glial cell,2.0746288,1.0,-0.0
lncRNA:CR44112,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44113,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44120,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44121,ensheathing glial cell,19.41222,1.0,-0.0
lncRNA:CR44125,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44126,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44127,ensheathing glial cell,21.818039,1.0,-0.0
lncRNA:CR44129,ensheathing glial cell,-0.6297596,1.0,-0.0
lncRNA:CR44131,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44133,ensheathing glial cell,-0.7386136,1.0,-0.0
lncRNA:CR44135,ensheathing glial cell,20.05675,1.0,-0.0
lncRNA:CR44136,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44138,ensheathing glial cell,-1.7671131,1.0,-0.0
lncRNA:CR44143,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44145,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44146,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44148,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44149,ensheathing glial cell,19.573597,1.0,-0.0
lncRNA:CR44150,ensheathing glial cell,1.0259932,1.0,-0.0
lncRNA:CR44151,ensheathing glial cell,4.5606866,1.0,-0.0
lncRNA:CR44156,ensheathing glial cell,20.30003,1.0,-0.0
lncRNA:CR44157,ensheathing glial cell,3.154639,1.0,-0.0
lncRNA:CR44161,ensheathing glial cell,3.3832254,1.0,-0.0
lncRNA:CR44164,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44166,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44170,ensheathing glial cell,20.472454,1.0,-0.0
lncRNA:CR44171,ensheathing glial cell,0.45505124,1.0,-0.0
lncRNA:CR44172,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44173,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44175,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44177,ensheathing glial cell,0.010832749,1.0,-0.0
lncRNA:CR44178,ensheathing glial cell,1.7349784,0.02135588187414255,1.6704824900219366
lncRNA:CR44183,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44185,ensheathing glial cell,21.322483,1.0,-0.0
lncRNA:CR44186,ensheathing glial cell,-0.79727304,1.0,-0.0
lncRNA:CR44187,ensheathing glial cell,20.453884,1.0,-0.0
lncRNA:CR44188,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44191,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44196,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44197,ensheathing glial cell,-2.1459956,1.0,-0.0
lncRNA:CR44199,ensheathing glial cell,-1.8370544,1.0,-0.0
lncRNA:CR44200,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44202,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44203,ensheathing glial cell,21.102423,1.0,-0.0
lncRNA:CR44204,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44206,ensheathing glial cell,1.7993624,7.075666581092729e-11,10.150232640064633
lncRNA:CR44208,ensheathing glial cell,21.126923,1.0,-0.0
lncRNA:CR44209,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44212,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44214,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44216,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44217,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44218,ensheathing glial cell,1.9545953,1.0,-0.0
lncRNA:CR44219,ensheathing glial cell,19.107506,1.0,-0.0
lncRNA:CR44220,ensheathing glial cell,3.031378,1.0,-0.0
lncRNA:CR44221,ensheathing glial cell,1.5619074,1.0,-0.0
lncRNA:CR44222,ensheathing glial cell,1.7583599,1.0,-0.0
lncRNA:CR44225,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44226,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44230,ensheathing glial cell,-2.7776604,1.0,-0.0
lncRNA:CR44231,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44232,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44233,ensheathing glial cell,18.997272,1.0,-0.0
